delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
2	73	74	77	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.DL.B.F.BL.-U.-DL.-L.DL.DL.-B.-D.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.DL.DL.-B.-D.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	5	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.FL.U.L.F.FL.BL.-U.-DL.-L.-U.-BL.L.-FL.-L.-BL.DL.BL.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.-U.DL.DL.-B.-D	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.DL.B.F.BL.-U.-DL.-L.-U.DL.DL.-B.-D	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	3	651	651	BL.L.-DL.D.FR.-DR.FR.F.L.BR.BR.-DR.-B.-BL.U.-BL.-BL.-L.U.F.FR.DR.-D.FL.DL.-L.BL.-FL.-DL.FR.F.-R.-FR.-F.-L.-FL.U.-L.F.FL.DL.-F.L.-BL.DL.L.F.BL.F.L.BL.-B.-BR.-B.DL.L.-BL.B.BR.U.BL.-L.-DL.-BL.-L.BL.-L.F.-L.-L.-F.-U.L.-BL.-DL.-FL.-L.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	6	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.-FR.-FL.U.-F.FL.L.L.-B.U.F.L.L.-F.BL.-F.U.F.-DL.-L.-U.F.-BL.-BL.L.DL.L.BL.-U.-L.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	5	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.L.L.-DL.-FL.-F.FL.-L.F.L.FL.DL.L.BL.-DL.-U.-L.-U.-BL.L.-FL.-L.-BL.DL.BL.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	7	651	651	BL.L.-DL.D.FR.-DR.FR.F.L.BR.BR.-DR.-B.-BL.U.-BL.-BL.-L.U.F.FR.DR.-D.FL.DL.-L.BL.-FL.-DL.FR.F.-R.-FR.-F.-L.-FL.-L.F.FL.-U.L.-F.-L.-U.DL.-BR.BL.U.L.-U.BL.BR.DL.BL.L.-B.BL.U.F.-DL.-L.-L.-F.L.-U.-BL.R.F.-L.-F.-R.F.-L.-L.-FL.DL.-U.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	3	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.-DL.-DL.-DL.-B.-D.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	3	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.DL.B.F.BL.-U.-DL.-L.-DL.-DL.-DL.-B.-D.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.DL.-U.DL.-B.-D	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.DL.B.F.BL.-U.-DL.-L.DL.-U.DL.-B.-D	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.-U.-DL.-DL.-DL.-B.-D	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.DL.B.F.BL.-U.-DL.-L.-U.-DL.-DL.-DL.-B.-D	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	3	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.-DL.-U.-DL.-DL.-B.-D	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	3	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.DL.B.F.BL.-U.-DL.-L.-DL.-U.-DL.-DL.-B.-D	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.FL.U.L.F.FL.BL.-U.-DL.-L.-U.-BL.L.-FL.-BL.BL.-L.-BL.DL.BL.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.DL.U.DL.-B.-D.-U.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.DL.D.-D.DL.-B.-D.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.DL.-D.D.DL.-B.-D.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.DL.F.DL.-B.-F.-D.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	651	651	BL.-DL.D.FR.-DR.L.FR.F.L.-DL.B.BR.-B.-BL.-BL.DL.-BL.-BL.BR.-DR.U.U.-B.BL.DL.FR.DR.-D.-FR.F.FR.-FL.-L.-DL.BL.F.FR.F.-R.-U.-F.U.-L.-L.U.F.F.U.-FR.-B.-F.U.F.-L.-L.-FL.-F.-U.-L.-DL.FL.U.D.-BL.L.F.DL.B.BL.-U.-DL.-L.DL.-F.DL.-B.F.-D.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
