puzzle_id	solution_length	solution	beam_effective	final_orientation	touch_radius	model_class	author_name	submitted_at	competition	puzzle_type	beam_requested	beam_alignment_delta	solution_mode	collection_status	collection_index	solved_depth	touch_depth	max_depth	max_collected_solutions	model_id	model_filename	model_sha256	model_format	model_dtype	model_output_dim	platform	gpu_names	gpu_count	world_size	native_sm	vram_mib_per_gpu	solve_us	wall_us	profile_id	profile_power	profile_status	run_id	submission_id	idempotency_key	solver_commit	producer_url	record_path
0	1	'-2D	65536	original	0	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T07:57:16.855Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			5772677	146485727	p16-output1	16	measured-kaggle-2xt4	run-b372fd6ad4fb4b6b8c17ebdbd76b443d	019fbc53-d18f-78e6-a5ee-bf0701b8cb82	2833675eaf8bb9501b65521ced20b94c7d83480923eaf574f4dfbecafbee5e2a	a1db0e6d9bb5458c8a842b37dfa99572d3025667	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbc53-d18f-78e6-a5ee-bf0701b8cb82.json
0	1	'-2D	65536	original	0	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T09:07:41.140Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			6264627	146157048	p16-output1	16	measured-kaggle-2xt4	run-d6b2104093494a0b95de8612a673dd7d	019fbc94-45f1-792b-a518-6eb054d8dc19	4be99e0fdbf4e3e28f26a221a3f6747db9a89a567e2881ffe0af86111f55c393	6d4471c4ab03c528fd7ce1e15c0cc9db11774833	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbc94-45f1-792b-a518-6eb054d8dc19.json
0	1	'-2D	65536	original	0	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T09:42:43.525Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			9792378	149970856	p16-output1	16	measured-kaggle-2xt4	run-bb3852dc248b48519d469c4583cdaf4b	019fbcb4-5ae7-7914-8e10-6dea0bcec2db	3d81372c19de0d1014b1961b7177952957fe25cd96f859ff1ac2b2edc58f8783	039a4fb9c699bda644efbb0f8ee7a5b51efbb5d2	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbcb4-5ae7-7914-8e10-6dea0bcec2db.json
0	1	'-2D	65536	original	4	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T10:22:11.194Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			6119792	145490147	p16-output1	16	measured-kaggle-2xt4	run-10a86b557be041b98ec1191368f58ed1	019fbcd8-7be2-7e21-8596-78ef1f3c8f02	4af1dfc941a9337572301d699330e547db56c3da8368539e0c1affeab52b5fc2	039a4fb9c699bda644efbb0f8ee7a5b51efbb5d2	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbcd8-7be2-7e21-8596-78ef1f3c8f02.json
0	1	'-2D	65536	original	4	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T12:50:57.197Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			9019270	153744877	p16-output1	16	measured-kaggle-2xt4	run-af0c29a621264c929ba3c92d9c09fc07	019fbd60-aec9-73d0-b259-ce38212286e7	f1b1cd111de27ad6e946a42d3cafb1d46a3db6e5da32730bd4d3169b9a9d5edb	cb9e911914bdb4ac63c2b5306f554e5a76b9884e	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbd60-aec9-73d0-b259-ce38212286e7.json
0	1	'-2D	65536	original	4	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T13:26:32.755Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			5951072	144716556	p16-output1	16	measured-kaggle-2xt4	run-4d46a61948364ae3bb4f22d87c76b2b0	019fbd81-4462-7068-acae-0812133e67b2	98ed6ee579066542a079838d32e9670899049abb4cc0459d2ef6799e83aa8fc8	78565a76f06c6a7c1d98a9e871d81cb64df71ee1	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbd81-4462-7068-acae-0812133e67b2.json
0	1	'-2D	65536	original	4	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T15:40:47.518Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			10429536	175289834	p16-output1	16	measured-kaggle-2xt4	run-61d9685a65954139a4a8b19ab731b65a	019fbdfc-2e5a-7357-a6fb-2c5cdcacc804	0f85161e73c3f3dbe572ecbe89a3050a2277d2b30432ab460871a8e5b4d2061f	cec74003f262e9d93d2fc0cc56a5e2d49a5010e0	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbdfc-2e5a-7357-a6fb-2c5cdcacc804.json
0	1	'-2D	65536	original	4	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T18:08:05.311Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			8349217	147635826	p16-output1	16	measured-kaggle-2xt4	run-ae2c53de42294524a1d17db098d7801c	019fbe83-0806-7499-93aa-5e15ff531c82	e62a8fe11f65fb0a37cf36b04c4ae9708471782855a0313d07fcabf7c883e453	f2261a81873ea162a0c36ba8874b9173db8d4083	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbe83-0806-7499-93aa-5e15ff531c82.json
0	1	'-2D	262144	original	4	output1	public-example-cayleypy-2xt4-tetraminx-example	2026-08-01T19:01:43.292Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	262144	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			6283972	153398679	p18-output1	18	measured-kaggle-2xt4	run-246b29921ba8436492dcf6c1c1140951	019fbeb4-2275-71dd-853c-21859735de99	6e5cea36f6c6202bc39b18900d9ab4628f78b29dcb6f9dfdea9cca1b8ef4667e	f2261a81873ea162a0c36ba8874b9173db8d4083	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-example	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-01/019fbeb4-2275-71dd-853c-21859735de99.json
0	1	'-2D	65536	original	4	output1	public-example-cayleypy-2xt4-tetraminx-recommended	2026-08-02T16:33:09.379Z	cayley-py-professor-tetraminx-solve-optimally	cayleypy-88-24-2205a85668214f05	65536	0	first	first_solution	0	1	0	100	100	p888-t000_1765097793_e01024.pth@10d0ccebd3bf	p888-t000_1765097793_e01024.pth	10d0ccebd3bf83c8cb7bf50eb4960430acb1e463fbf24a8c32a91cda119528bf	batchnorm-folded	fp16	1	kaggle	Tesla T4|Tesla T4	2	2			9353498	181216313	p16-output1	16	measured-kaggle-2xt4	run-3701133e40bb4e02bbade4a4fc8f504e	019fc352-7a37-7299-8872-aeb2eac2b531	8fbd89ffd3cea15f5f4b4807e901e32cde5c399232dd9664dfb036fd7f5db646	cec74003f262e9d93d2fc0cc56a5e2d49a5010e0	https://www.kaggle.com/code/trydotatwo/cayleypy-2xt4-tetraminx-recommended	results/v1/cayley-py-professor-tetraminx-solve-optimally/cayleypy-88-24-2205a85668214f05/0/2026-08-02/019fc352-7a37-7299-8872-aeb2eac2b531.json
