delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
2	73	74	77	75	1	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.-DR.DL.-FR.-DR.-R.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	1	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.DL.-DR.-FR.-DR.-R.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	7	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.-DR.-FR.DL.-DR.-R.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	0	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.B.-D.R.R.-DR.-DR.-DL.D.-DR.-R.-FR.-FR.-DR.-FR.-FR.DR.-FR.-D.DL.-FR.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	7	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.-DR.-FR.-DR.DL.-R.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.DL.R.-R.-DR.-FR.-DR.-R.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.DL.L.-L.-DR.-FR.-DR.-R.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.DL.L.-DR.-FR.-DR.-R.-L.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.DL.FL.-DR.-FL.-FR.-DR.-R.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.R.B.-D.-DR.-FR.DR.R.-DR.FR.-DL.B.-D.-B.D.DL.FL.-FL.-DR.-FR.-DR.-R.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	73	74	79	75	0	511	511	B.BR.BL.-BR.B.-BL.-DR.F.-DL.-FR.U.FL.-F.R.-BR.-F.L.F.U.F.L.B.BL.L.-DL.-BL.-L.-F.-DR.B.R.L.R.U.BL.-U.-R.-BR.B.FR.-DR.D.BR.-R.FR.B.-FL.-F.-D.FR.F.R.FR.D.-DR.B.-DR.B.-D.R.R.DR.-FR.DR.FR.-R.-FR.-F.D.-B.FR.-DR.FR.FR.DR.B.-D.FR.FR	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
