delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
3	72	73	78	75	1	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.D.D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-D.-L.BL.L.-BL.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	74	75	78	75	0	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.D.D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-L.-D.BL.L.-BL.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	74	75	78	75	7	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.D.D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-L.BL.L.-BL.-D.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	3	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.D.D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-L.BL.-D.L.-BL.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	74	75	79	75	0	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.-D.-D.-D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-D.-L.BL.L.-BL.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	74	75	79	75	0	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.-D.-D.-D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-L.-D.BL.L.-BL.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	74	75	79	75	3	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.-D.-D.-D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-L.BL.L.-BL.-D.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	74	75	78	75	7	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.D.D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-L.BL.L.-D.-BL.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	74	75	79	75	3	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.-D.-D.-D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-L.BL.-D.L.-BL.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
5	74	75	80	75	0	427	427	BL.B.FL.-U.DL.-F.-FR.DR.BL.U.-F.-BL.-BL.BR.R.BR.U.-BL.DL.-D.DL.L.F.U.-F.U.FL.-L.U.-BL.-BL.F.FL.-L.-BR.-FL.L.-F.-DR.FL.FR.-DL.-FL.-FR.-DR.-D.-DL.B.D.D.-B.BR.-B.-DR.-FR.D.FL.FR.-D.DR.-B.-DR.B.-DL.B.DL.-D.-DL.BL.-DL.-DL.-L.BL.DR.L.-BL.-DR.-D.DL.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
