source_file	solution_job_id	repair_id	puzzle_id	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path	prefix_path	suffix_path
solution_repair_resident_31613_0_0.tsv	9200508	9101120	43	0	11	11	1	-1	-12			f1.r0.f0.-r1.-f1.d2.f2.-d2.f2.-d2.d1.-f2
solution_repair_resident_31613_0_0.tsv	9200508	9101121	43	11	22	11	1	-1	-12		-d0.d1.r1.-d1.d2.-f2.d1.-f1.-r1.d0.-f0	-f2
solution_repair_resident_31613_0_0.tsv	9200508	9101122	43	22	23	1	1	1	0	-f2	-d0.d1.r1.-d1.d2.-f2.d1.-f1.-r1.d0.-f0.f1.r0.f0.-r1.-f1.d2.f2.-d2.f2.-d2.d1	
solution_repair_resident_31613_0_0.tsv	9200509	9101123	43	0	11	11	1	-1	-12			-f0.r0.f0.-r1.-f1.d2.f2.-d2.f2.-d2.d1.-f2
solution_repair_resident_31613_0_0.tsv	9200509	9101124	43	11	22	11	1	-1	-12		-d0.d1.r1.-d1.d2.-f2.d1.-f1.-r1.d0.f1	-f2
solution_repair_resident_31613_0_0.tsv	9200509	9101125	43	22	23	1	1	1	0	-f2	-d0.d1.r1.-d1.d2.-f2.d1.-f1.-r1.d0.f1.-f0.r0.f0.-r1.-f1.d2.f2.-d2.f2.-d2.d1	
solution_repair_resident_31613_0_0.tsv	9200510	9101126	43	0	11	11	1	-1	-12			f1.r0.f0.-r1.-f1.d2.f2.-d2.f2.d1.-d2.-f2
solution_repair_resident_31613_0_0.tsv	9200510	9101127	43	11	22	11	1	-1	-12		-d0.d1.r1.d2.-d1.-f2.d1.-f1.-r1.d0.-f0	-f2
solution_repair_resident_31613_0_0.tsv	9200510	9101128	43	22	23	1	1	1	0	-f2	-d0.d1.r1.d2.-d1.-f2.d1.-f1.-r1.d0.-f0.f1.r0.f0.-r1.-f1.d2.f2.-d2.f2.d1.-d2	
solution_repair_resident_31613_0_0.tsv	9200511	9101129	43	0	11	11	1	-1	-12			-f0.r0.f0.-r1.-f1.d2.f2.-d2.f2.d1.-d2.-f2
solution_repair_resident_31613_0_0.tsv	9200511	9101130	43	11	22	11	1	-1	-12		-d0.d1.r1.d2.-d1.-f2.d1.-f1.-r1.d0.f1	-f2
solution_repair_resident_31613_0_0.tsv	9200511	9101131	43	22	23	1	1	1	0	-f2	-d0.d1.r1.d2.-d1.-f2.d1.-f1.-r1.d0.f1.-f0.r0.f0.-r1.-f1.d2.f2.-d2.f2.d1.-d2	
solution_repair_resident_31613_0_0.tsv	9200512	9101132	43	0	11	11	1	-1	-12			f1.-r2.-r2.d2.r0.d2.-r2.f0.d2.-f0.r0.r2
solution_repair_resident_31613_0_0.tsv	9200512	9101133	43	11	22	11	1	-1	-12		-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2	r2
solution_repair_resident_31613_0_0.tsv	9200512	9101134	43	22	23	1	1	1	0	r2	-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2.f1.-r2.-r2.d2.r0.d2.-r2.f0.d2.-f0.r0	
solution_repair_resident_31613_0_0.tsv	9200513	9101135	43	0	11	11	1	-1	-12			f1.r1.r0.-r2.-f0.r0.-f0.-r2.d0.-f0.-d0.-r1
solution_repair_resident_31613_0_0.tsv	9200513	9101136	43	11	22	11	1	-1	-12		-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2	-r1
solution_repair_resident_31613_0_0.tsv	9200513	9101137	43	22	23	1	1	1	0	-r1	-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2.f1.r1.r0.-r2.-f0.r0.-f0.-r2.d0.-f0.-d0	
solution_repair_resident_31613_0_0.tsv	9200514	9101138	43	0	11	11	1	-1	-12			f1.r2.r2.d2.r0.d2.-r2.f0.d2.-f0.r0.r2
solution_repair_resident_31613_0_0.tsv	9200514	9101139	43	11	22	11	1	-1	-12		-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2	r2
solution_repair_resident_31613_0_0.tsv	9200514	9101140	43	22	23	1	1	1	0	r2	-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2.f1.r2.r2.d2.r0.d2.-r2.f0.d2.-f0.r0	
solution_repair_resident_31613_0_0.tsv	9200515	9101141	43	0	11	11	1	-1	-12			f1.r2.r2.d2.r0.d2.-r2.f0.d2.-f0.r2.r0
solution_repair_resident_31613_0_0.tsv	9200515	9101142	43	11	22	11	1	-1	-12		-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2	r0
solution_repair_resident_31613_0_0.tsv	9200515	9101143	43	22	23	1	1	1	0	r0	-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2.f1.r2.r2.d2.r0.d2.-r2.f0.d2.-f0.r2	
solution_repair_resident_31613_0_0.tsv	9200516	9101144	43	0	11	11	1	-1	-12			f1.r2.r2.d2.r0.d2.r0.r1.d0.-f0.-d0.-r1
solution_repair_resident_31613_0_0.tsv	9200516	9101145	43	11	22	11	1	-1	-12		-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2	-r1
solution_repair_resident_31613_0_0.tsv	9200516	9101146	43	22	23	1	1	1	0	-r1	-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2.f1.r2.r2.d2.r0.d2.r0.r1.d0.-f0.-d0	
solution_repair_resident_31613_0_0.tsv	9200517	9101147	43	0	11	11	1	-1	-12			f1.r2.r2.d2.r0.d2.r1.r0.d0.-f0.-d0.-r1
solution_repair_resident_31613_0_0.tsv	9200517	9101148	43	11	22	11	1	-1	-12		-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2	-r1
solution_repair_resident_31613_0_0.tsv	9200517	9101149	43	22	23	1	1	1	0	-r1	-d0.r2.-f1.-r1.-d2.-r1.d2.-r2.f0.d2.-r2.f1.r2.r2.d2.r0.d2.r1.r0.d0.-f0.-d0	
solution_repair_resident_31613_0_0.tsv	9200518	9101150	43	0	11	11	1	-1	-12			-r2.d1.f1.d1.-d0.-f1.-d1.f1.r0.-f2.-r0.d2
solution_repair_resident_31613_0_0.tsv	9200518	9101151	43	11	22	11	1	-1	-12		-d0.r2.f1.r0.d0.-f1.-r1.-r1.f0.f0.d2	d2
solution_repair_resident_31613_0_0.tsv	9200518	9101152	43	22	23	1	1	1	0	d2	-d0.r2.f1.r0.d0.-f1.-r1.-r1.f0.f0.d2.-r2.d1.f1.d1.-d0.-f1.-d1.f1.r0.-f2.-r0	
solution_repair_resident_31613_0_0.tsv	9200519	9101153	43	0	11	11	1	-1	-12			-d0.-r0.-f0.-f0.-r2.f0.-d0.-r1.f1.r1.r0.f1
solution_repair_resident_31613_0_0.tsv	9200519	9101154	43	11	22	11	1	-1	-12		-f0.-d0.r0.f2.-r2.r0.d2.f1.-r2.d1.f2	f1
solution_repair_resident_31613_0_0.tsv	9200519	9101155	43	22	23	1	1	1	0	f1	-f0.-d0.r0.f2.-r2.r0.d2.f1.-r2.d1.f2.-d0.-r0.-f0.-f0.-r2.f0.-d0.-r1.f1.r1.r0	
solution_repair_resident_31613_0_0.tsv	9200520	9101156	43	0	11	11	1	-1	-12			-d0.-r0.-f0.-f0.-r2.f0.-d0.r2.r0.d1.-r2.f1
solution_repair_resident_31613_0_0.tsv	9200520	9101157	43	11	22	11	1	-1	-12		-f0.-d0.r0.f2.r0.-r2.d2.f1.-r2.d1.f2	f1
solution_repair_resident_31613_0_0.tsv	9200520	9101158	43	22	23	1	1	1	0	f1	-f0.-d0.r0.f2.r0.-r2.d2.f1.-r2.d1.f2.-d0.-r0.-f0.-f0.-r2.f0.-d0.r2.r0.d1.-r2	
solution_repair_resident_31613_0_0.tsv	9200521	9101159	43	0	11	11	1	-1	-12			-f0.f1.-d1.-r1.-d1.r2.-f0.r2.r2.-d0.-f2.d2
solution_repair_resident_31613_0_0.tsv	9200521	9101160	43	11	22	11	1	-1	-12		-f0.-d0.r1.r0.f2.-r0.f0.-d0.-f2.d0.-r1	d2
solution_repair_resident_31613_0_0.tsv	9200521	9101161	43	22	23	1	1	1	0	d2	-f0.-d0.r1.r0.f2.-r0.f0.-d0.-f2.d0.-r1.-f0.f1.-d1.-r1.-d1.r2.-f0.r2.r2.-d0.-f2	
solution_repair_resident_31613_0_0.tsv	9200522	9101162	43	0	11	11	1	-1	-12			d2.-d1.f0.d2.-r2.-f1.-d1.-d0.-f0.-r2.-d2.-r0
solution_repair_resident_31613_0_0.tsv	9200522	9101163	43	11	22	11	1	-1	-12		-f0.-r1.-f0.-d0.r2.d2.r2.-r0.f2.r2.f2	-r0
solution_repair_resident_31613_0_0.tsv	9200522	9101164	43	22	23	1	1	1	0	-r0	-f0.-r1.-f0.-d0.r2.d2.r2.-r0.f2.r2.f2.d2.-d1.f0.d2.-r2.-f1.-d1.-d0.-f0.-r2.-d2	
solution_repair_resident_31613_0_0.tsv	9200523	9101165	43	0	11	11	1	-1	-12			r0.d0.-d2.r2.d1.-f2.-r2.-d0.f2.-r1.d2.f0
solution_repair_resident_31613_0_0.tsv	9200523	9101166	43	11	22	11	1	-1	-12		-f1.-d2.f1.d1.f1.-f0.-d1.r1.d1.-d0.f1	f0
solution_repair_resident_31613_0_0.tsv	9200523	9101167	43	22	23	1	1	1	0	f0	-f1.-d2.f1.d1.f1.-f0.-d1.r1.d1.-d0.f1.r0.d0.-d2.r2.d1.-f2.-r2.-d0.f2.-r1.d2	
solution_repair_resident_31613_0_0.tsv	9200524	9101168	43	0	11	11	1	-1	-12			r1.f1.-d0.-f2.d0.d1.-r1.-f2.d1.f1.-r2.f0
solution_repair_resident_31613_0_0.tsv	9200524	9101169	43	11	22	11	1	-1	-12		-f1.d0.r2.f1.d0.-d2.r2.f2.d1.r0.-f1	f0
solution_repair_resident_31613_0_0.tsv	9200524	9101170	43	22	23	1	1	1	0	f0	-f1.d0.r2.f1.d0.-d2.r2.f2.d1.r0.-f1.r1.f1.-d0.-f2.d0.d1.-r1.-f2.d1.f1.-r2	
solution_repair_resident_31613_0_0.tsv	9200525	9101171	43	0	11	11	1	-1	-12			r1.f1.d1.d2.r0.-d2.-r1.-f2.d1.f1.-r2.f0
solution_repair_resident_31613_0_0.tsv	9200525	9101172	43	11	22	11	1	-1	-12		-f1.d0.r2.f1.d0.-d2.r2.f2.d1.r0.-f1	f0
solution_repair_resident_31613_0_0.tsv	9200525	9101173	43	22	23	1	1	1	0	f0	-f1.d0.r2.f1.d0.-d2.r2.f2.d1.r0.-f1.r1.f1.d1.d2.r0.-d2.-r1.-f2.d1.f1.-r2	
solution_repair_resident_31613_0_0.tsv	9200526	9101174	43	0	11	11	1	11	0	-f2.-d2.f2.f2.r2.r2.d1.-r0.-d2.-r1.-f0		-r1.r0.d1.-r2.d0.r2.-r1.-d0.r1.-f1.d2.-f1
solution_repair_resident_31613_0_0.tsv	9200526	9101175	43	11	22	11	1	-1	-12		-f2.-d2.-f2.-f2.r2.r2.d1.-r0.-d2.-r1.-f0	-f1
solution_repair_resident_31613_0_0.tsv	9200526	9101176	43	22	23	1	1	1	0	-f1	-f2.-d2.-f2.-f2.r2.r2.d1.-r0.-d2.-r1.-f0.-r1.r0.d1.-r2.d0.r2.-r1.-d0.r1.-f1.d2	
solution_repair_resident_31613_0_0.tsv	9200527	9101177	43	0	11	11	1	-1	-12			-f1.-d0.-f1.r1.d1.r1.-r2.f0.d2.-f2.r0.r0
solution_repair_resident_31613_0_0.tsv	9200527	9101178	43	11	22	11	1	-1	-12		-r2.-r0.f0.-f1.-d0.-f2.d2.f2.-r2.-f0.r2	r0
solution_repair_resident_31613_0_0.tsv	9200527	9101179	43	22	23	1	1	1	0	r0	-r2.-r0.f0.-f1.-d0.-f2.d2.f2.-r2.-f0.r2.-f1.-d0.-f1.r1.d1.r1.-r2.f0.d2.-f2.r0	
