source_file	solution_job_id	repair_id	puzzle_id	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path	prefix_path	suffix_path
solution_repair_resident_31615_0_0.tsv	9200058	9100166	997	0	11	11	1	11	0	-d0.-d2.f0.d0.-f2.-r1.-d0.r1.-f1.r1.-r0		-f2.-d2.-r2.r0.-f2.-d2.-f1.-r2.f0.r1.f2.-f0
solution_repair_resident_31615_0_0.tsv	9200058	9100167	997	11	22	11	1	11	0	-f2.-d2.-r2.r0.-f2.-d2.-f1.-r2.f0.r1.f2	-d0.-d2.f0.d0.-f2.-r1.-d0.r1.-f1.-r0.r1	-f0
solution_repair_resident_31615_0_0.tsv	9200058	9100168	997	22	23	1	1	1	0	-f0	-d0.-d2.f0.d0.-f2.-r1.-d0.r1.-f1.-r0.r1.-f2.-d2.-r2.r0.-f2.-d2.-f1.-r2.f0.r1.f2	
solution_repair_resident_31615_0_0.tsv	9200059	9100169	997	0	11	11	1	11	0	-d0.-f1.-d0.f2.-r0.-f0.d0.-f1.d0.f0.-d1		f0.-d1.-d1.r1.-f1.-d2.f0.-d0.-r2.d0.-r2.f1
solution_repair_resident_31615_0_0.tsv	9200059	9100170	997	11	22	11	1	11	0	f0.d1.d1.r1.-f1.-d2.f0.-d0.-r2.d0.-r2	-d0.-f1.-d0.f2.-r0.-f0.d0.-f1.d0.f0.-d1	f1
solution_repair_resident_31615_0_0.tsv	9200059	9100171	997	22	23	1	1	1	0	f1	-d0.-f1.-d0.f2.-r0.-f0.d0.-f1.d0.f0.-d1.f0.-d1.-d1.r1.-f1.-d2.f0.-d0.-r2.d0.-r2	
solution_repair_resident_31615_0_0.tsv	9200060	9100172	997	0	11	11	1	11	0	-f2.-r2.f0.r1.d2.r1.-d0.-r2.-f0.d0.d0		f2.-r2.f0.-r0.-d0.-d2.f1.f2.-d2.f0.-d1.f2
solution_repair_resident_31615_0_0.tsv	9200060	9100173	997	11	22	11	1	11	0	f2.-r2.f0.-r0.-d0.-d2.f1.f2.-d2.f0.-d1	-f2.-r2.f0.r1.d2.r1.-d0.-r2.-f0.d0.d0	f2
solution_repair_resident_31615_0_0.tsv	9200060	9100174	997	22	23	1	1	1	0	f2	-f2.-r2.f0.r1.d2.r1.-d0.-r2.-f0.d0.d0.f2.-r2.f0.-r0.-d0.-d2.f1.f2.-d2.f0.-d1	
solution_repair_resident_31615_0_0.tsv	9200061	9100175	997	0	11	11	1	11	0	-f2.-r2.f0.r1.d2.r1.-d0.-r2.-f0.d0.d0		f2.-r2.f0.-r0.-d2.-d0.f1.f2.-d2.f0.-d1.f2
solution_repair_resident_31615_0_0.tsv	9200061	9100176	997	11	22	11	1	11	0	f2.-r2.f0.-r0.-d0.-d2.f1.f2.-d2.f0.-d1	-f2.-r2.f0.r1.d2.r1.-d0.-r2.-f0.d0.d0	f2
solution_repair_resident_31615_0_0.tsv	9200061	9100177	997	22	23	1	1	1	0	f2	-f2.-r2.f0.r1.d2.r1.-d0.-r2.-f0.d0.d0.f2.-r2.f0.-r0.-d2.-d0.f1.f2.-d2.f0.-d1	
solution_repair_resident_31615_0_0.tsv	9200062	9100178	997	0	11	11	1	11	0	r1.r1.d2.f2.d0.-d1.-f1.-d2.-r0.d1.r0		r0.-d1.-r2.-f2.d2.r2.-f0.f1.d0.r0.r1.d0
