source_file	solution_job_id	repair_id	puzzle_id	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path	prefix_path	suffix_path
solution_repair_resident_31613_0_0.tsv	9200760	9101820	59	0	11	11	1	-1	-12			d2.f0.d0.f0.-r0.-r0.f2.-r2.d0.f0.-r1.r2
solution_repair_resident_31613_0_0.tsv	9200760	9101821	59	11	22	11	1	-1	-12		-f0.-f1.-r2.-d0.-r1.f2.d2.-f2.d2.r1.-d1	r2
solution_repair_resident_31613_0_0.tsv	9200760	9101822	59	22	23	1	1	1	0	r2	-f0.-f1.-r2.-d0.-r1.f2.d2.-f2.d2.r1.-d1.d2.f0.d0.f0.-r0.-r0.f2.-r2.d0.f0.-r1	
solution_repair_resident_31613_0_0.tsv	9200761	9101823	59	0	11	11	1	-1	-12			d2.f0.d0.f0.-r0.-r0.f2.-r2.d0.f0.r2.-r1
solution_repair_resident_31613_0_0.tsv	9200761	9101824	59	11	22	11	1	-1	-12		-f0.-f1.-r2.-d0.-r1.f2.d2.-f2.d2.r1.-d1	-r1
solution_repair_resident_31613_0_0.tsv	9200761	9101825	59	22	23	1	1	1	0	-r1	-f0.-f1.-r2.-d0.-r1.f2.d2.-f2.d2.r1.-d1.d2.f0.d0.f0.-r0.-r0.f2.-r2.d0.f0.r2	
solution_repair_resident_31613_0_0.tsv	9200762	9101826	59	0	11	11	1	-1	-12			d0.-f2.-r2.f0.d0.-r0.d2.d1.-d0.-r2.-d1.r1
solution_repair_resident_31613_0_0.tsv	9200762	9101827	59	11	22	11	1	-1	-12		-f0.d1.-f1.-r1.-d0.r0.-d2.r0.d1.f0.-f2	r1
solution_repair_resident_31613_0_0.tsv	9200762	9101828	59	22	23	1	1	1	0	r1	-f0.d1.-f1.-r1.-d0.r0.-d2.r0.d1.f0.-f2.d0.-f2.-r2.f0.d0.-r0.d2.d1.-d0.-r2.-d1	
solution_repair_resident_31613_0_0.tsv	9200763	9101829	59	0	11	11	1	-1	-12			-f2.-r1.d2.-f0.-d2.r2.-d1.r2.d1.-r1.-r2.f1
solution_repair_resident_31613_0_0.tsv	9200763	9101830	59	11	22	11	1	-1	-12		-f1.-d1.-r0.d0.f1.-d1.f0.-d0.-r0.f0.d2	f1
solution_repair_resident_31613_0_0.tsv	9200763	9101831	59	22	23	1	1	1	0	f1	-f1.-d1.-r0.d0.f1.-d1.f0.-d0.-r0.f0.d2.-f2.-r1.d2.-f0.-d2.r2.-d1.r2.d1.-r1.-r2	
solution_repair_resident_31613_0_0.tsv	9200764	9101832	59	0	11	11	1	-1	-12			-f2.-r1.d2.-f0.-d2.r2.-d1.r2.d1.-r2.-r1.f1
solution_repair_resident_31613_0_0.tsv	9200764	9101833	59	11	22	11	1	-1	-12		-f1.-d1.-r0.d0.f1.-d1.f0.-d0.-r0.f0.d2	f1
solution_repair_resident_31613_0_0.tsv	9200764	9101834	59	22	23	1	1	1	0	f1	-f1.-d1.-r0.d0.f1.-d1.f0.-d0.-r0.f0.d2.-f2.-r1.d2.-f0.-d2.r2.-d1.r2.d1.-r2.-r1	
solution_repair_resident_31613_0_0.tsv	9200765	9101835	59	0	11	11	1	-1	-12			-d1.f0.d0.f0.-r0.-r0.f2.-r2.d0.f0.r2.-r1
solution_repair_resident_31613_0_0.tsv	9200765	9101836	59	11	22	11	1	-1	-12		-f1.-f0.-r2.-d0.-r1.f2.d2.-f2.d2.r1.d2	-r1
solution_repair_resident_31613_0_0.tsv	9200765	9101837	59	22	23	1	1	1	0	-r1	-f1.-f0.-r2.-d0.-r1.f2.d2.-f2.d2.r1.d2.-d1.f0.d0.f0.-r0.-r0.f2.-r2.d0.f0.r2	
solution_repair_resident_31613_0_0.tsv	9200766	9101838	59	0	11	11	1	-1	-12			-d1.f0.d0.f0.r0.r0.f2.-r2.d0.f0.r2.-r1
solution_repair_resident_31613_0_0.tsv	9200766	9101839	59	11	22	11	1	-1	-12		-f1.-f0.-r2.-d0.-r1.f2.d2.-f2.d2.r1.d2	-r1
solution_repair_resident_31613_0_0.tsv	9200766	9101840	59	22	23	1	1	1	0	-r1	-f1.-f0.-r2.-d0.-r1.f2.d2.-f2.d2.r1.d2.-d1.f0.d0.f0.r0.r0.f2.-r2.d0.f0.r2	
solution_repair_resident_31613_0_0.tsv	9200767	9101841	59	0	11	11	1	-1	-12			-r1.-f1.-r0.-r0.-d1.d0.-f2.-r0.-d2.-r2.-f1.-r2
solution_repair_resident_31613_0_0.tsv	9200767	9101842	59	11	22	11	1	11	0	-r1.-f1.-r0.-r0.-d1.d0.-f2.-r0.-d2.-r2.-f1	-r1.-r0.d2.-f0.-d1.f0.d0.f1.-d2.f0.-d0	-r2
solution_repair_resident_31613_0_0.tsv	9200767	9101843	59	22	23	1	1	1	0	-r2	-r1.-r0.d2.-f0.-d1.f0.d0.f1.-d2.f0.-d0.-r1.-f1.-r0.-r0.-d1.d0.-f2.-r0.-d2.-r2.-f1	
solution_repair_resident_31613_0_0.tsv	9200768	9101844	59	0	11	11	1	-1	-12			-r1.-f1.r0.r0.d0.-d1.-f2.-r0.-d2.-r2.-f1.-r2
solution_repair_resident_31613_0_0.tsv	9200768	9101845	59	11	22	11	1	11	0	-r1.-f1.-r0.-r0.-d1.d0.-f2.-r0.-d2.-r2.-f1	-r1.-r0.d2.-f0.-d1.f0.d0.f1.-d2.f0.-d0	-r2
solution_repair_resident_31613_0_0.tsv	9200768	9101846	59	22	23	1	1	1	0	-r2	-r1.-r0.d2.-f0.-d1.f0.d0.f1.-d2.f0.-d0.-r1.-f1.r0.r0.d0.-d1.-f2.-r0.-d2.-r2.-f1	
solution_repair_resident_31613_0_0.tsv	9200769	9101847	59	0	11	11	1	-1	-12			f1.-d2.-f0.-d1.-r2.d0.f1.-d2.-r0.-f1.-r0.-r1
