source_file	solution_job_id	repair_id	puzzle_id	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path	prefix_path	suffix_path
solution_repair_resident_31613_0_0.tsv	9200260	9100444	27	0	11	11	1	-1	-12			r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0.-r0
solution_repair_resident_31613_0_0.tsv	9200260	9100445	27	11	22	11	1	-1	-12		-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1	-r0
solution_repair_resident_31613_0_0.tsv	9200260	9100446	27	22	23	1	1	1	0	-r0	-d0.-f1.r2.r2.d1.r0.-d1.-r2.-r2.r0.f1.r1.-d0.f0.-d0.f1.-r1.-f0.r2.-f0.-f0.d0	
solution_repair_resident_31613_0_0.tsv	9200261	9100447	27	0	11	11	1	-1	-12			-f1.f0.-r1.r0.-f2.-d1.-r0.d2.-f2.-r0.f1.d0
solution_repair_resident_31613_0_0.tsv	9200261	9100448	27	11	22	11	1	-1	-12		-d0.f0.-d1.-f0.r2.f0.-r2.-f0.-r1.-f0.d1	d0
solution_repair_resident_31613_0_0.tsv	9200261	9100449	27	22	23	1	1	1	0	d0	-d0.f0.-d1.-f0.r2.f0.-r2.-f0.-r1.-f0.d1.-f1.f0.-r1.r0.-f2.-d1.-r0.d2.-f2.-r0.f1	
solution_repair_resident_31613_0_0.tsv	9200262	9100450	27	0	11	11	1	-1	-12			f0.-f1.r0.-r1.-f2.-d1.-r0.d2.-f2.-r0.f1.d0
solution_repair_resident_31613_0_0.tsv	9200262	9100451	27	11	22	11	1	-1	-12		-d0.f0.-d1.-f0.r2.f0.-r2.-f0.-r1.-f0.d1	d0
solution_repair_resident_31613_0_0.tsv	9200262	9100452	27	22	23	1	1	1	0	d0	-d0.f0.-d1.-f0.r2.f0.-r2.-f0.-r1.-f0.d1.f0.-f1.r0.-r1.-f2.-d1.-r0.d2.-f2.-r0.f1	
solution_repair_resident_31613_0_0.tsv	9200263	9100453	27	0	11	11	1	-1	-12			d2.-r2.-f1.r1.d0.f0.-r2.-f1.r0.-f0.f1.-d2
solution_repair_resident_31613_0_0.tsv	9200263	9100454	27	11	22	11	1	-1	-12		-f1.-r2.-f1.r0.-f0.d2.r1.-f0.r2.d2.-d0	-d2
solution_repair_resident_31613_0_0.tsv	9200263	9100455	27	22	23	1	1	1	0	-d2	-f1.-r2.-f1.r0.-f0.d2.r1.-f0.r2.d2.-d0.d2.-r2.-f1.r1.d0.f0.-r2.-f1.r0.-f0.f1	
solution_repair_resident_31613_0_0.tsv	9200264	9100456	27	0	11	11	1	-1	-12			-f2.-d2.f1.-r1.-d2.-f1.-d0.f2.d2.-d0.-r1.-d0
solution_repair_resident_31613_0_0.tsv	9200264	9100457	27	11	22	11	1	-1	-12		-f1.r2.-d0.-r0.d0.-d1.-f2.f0.r2.-d1.d2	-d0
solution_repair_resident_31613_0_0.tsv	9200264	9100458	27	22	23	1	1	1	0	-d0	-f1.r2.-d0.-r0.d0.-d1.-f2.f0.r2.-d1.d2.-f2.-d2.f1.-r1.-d2.-f1.-d0.f2.d2.-d0.-r1	
solution_repair_resident_31613_0_0.tsv	9200265	9100459	27	0	11	11	1	11	0	-r0.-d0.-r0.d1.-f0.r1.f2.-r2.-d1.r0.-d0		f0.-r0.-d2.f1.-r1.f1.r2.r0.-f1.-d0.d1.f1
solution_repair_resident_31613_0_0.tsv	9200265	9100460	27	11	22	11	1	-1	-12		-r0.-d0.-r0.d1.-f0.r1.f2.-r2.-d1.r0.-d0	f1
