source_file	solution_job_id	repair_id	puzzle_id	start_step	target_step	old_segment_len	segment_solved	segment_len	segment_delta	segment_path	prefix_path	suffix_path
solution_repair_resident_31615_0_0.tsv	9200630	9101786	959	0	11	11	1	11	0	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.-f1.f0		-r2.-r0.-r2.-d0.r0.-f2.d0.f2.-f0.-r0.-d0.-r2
solution_repair_resident_31615_0_0.tsv	9200630	9101787	959	11	22	11	1	11	0	-r2.r1.f2.-r2.-r1.-f2.d0.f2.-f0.-r0.-d0	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.-f1.f0	-r2
solution_repair_resident_31615_0_0.tsv	9200630	9101788	959	22	23	1	1	1	0	-r2	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.-f1.f0.-r2.-r0.-r2.-d0.r0.-f2.d0.f2.-f0.-r0.-d0	
solution_repair_resident_31615_0_0.tsv	9200631	9101789	959	0	11	11	1	11	0	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.-f1.f0		r2.r2.-r0.-d0.r0.-f2.d0.f2.-f0.-r0.-d0.-r2
solution_repair_resident_31615_0_0.tsv	9200631	9101790	959	11	22	11	1	11	0	-r2.r1.f2.-r2.-r1.-f2.d0.f2.-f0.-r0.-d0	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.-f1.f0	-r2
solution_repair_resident_31615_0_0.tsv	9200631	9101791	959	22	23	1	1	1	0	-r2	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.-f1.f0.r2.r2.-r0.-d0.r0.-f2.d0.f2.-f0.-r0.-d0	
solution_repair_resident_31615_0_0.tsv	9200632	9101792	959	0	11	11	1	11	0	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.-f1.f0		-r0.-r2.-r2.-d0.r0.-f2.d0.-f0.f2.-r0.-d0.-r2
solution_repair_resident_31615_0_0.tsv	9200632	9101793	959	11	22	11	1	11	0	-r2.r1.f2.-r2.-r1.-f2.d0.f2.-f0.-r0.-d0	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.f0.-f1	-r2
solution_repair_resident_31615_0_0.tsv	9200632	9101794	959	22	23	1	1	1	0	-r2	-d0.-f0.r0.-d1.f2.d1.f1.-r0.d2.f0.-f1.-r0.-r2.-r2.-d0.r0.-f2.d0.-f0.f2.-r0.-d0	
solution_repair_resident_31615_0_0.tsv	9200633	9101795	959	0	11	11	1	11	0	d2.d2.-r1.-d2.-d2.f2.f0.r2.d2.d2.-f1		-r0.-d1.-f2.-d2.r2.r2.-d2.-f0.r0.-f1.-d1.-d1
solution_repair_resident_31615_0_0.tsv	9200633	9101796	959	11	22	11	1	11	0	-r0.-d1.-f2.-d2.r2.r2.-d2.-f0.r0.-f1.-d1	-d2.-d2.-r1.-d2.-d2.-f1.d2.-r0.-r0.f0.f2	-d1
solution_repair_resident_31615_0_0.tsv	9200633	9101797	959	22	23	1	1	1	0	-d1	-d2.-d2.-r1.-d2.-d2.-f1.d2.-r0.-r0.f0.f2.-r0.-d1.-f2.-d2.r2.r2.-d2.-f0.r0.-f1.-d1	
solution_repair_resident_31615_0_0.tsv	9200634	9101798	959	0	11	11	1	11	0	d2.d2.-r1.-d2.-d2.f2.f0.r2.d2.d2.-f1		-r0.-d1.-f2.-d2.r2.r2.-d2.-f0.r0.-f1.-d1.-d1
solution_repair_resident_31615_0_0.tsv	9200634	9101799	959	11	22	11	1	11	0	-r0.-d1.-f2.-d2.r2.r2.-d2.-f0.r0.-f1.-d1	-d2.-d2.-r1.-d2.-d2.f2.f0.r2.-d2.-d2.-f1	-d1
solution_repair_resident_31615_0_0.tsv	9200634	9101800	959	22	23	1	1	1	0	-d1	-d2.-d2.-r1.-d2.-d2.f2.f0.r2.-d2.-d2.-f1.-r0.-d1.-f2.-d2.r2.r2.-d2.-f0.r0.-f1.-d1	
solution_repair_resident_31615_0_0.tsv	9200635	9101801	959	0	11	11	1	11	0	d2.d2.-r1.-d2.-d2.f2.f0.r2.d2.d2.-f1		-r0.-d1.-f2.-d2.-r2.-r2.-d2.-f0.r0.-f1.-d1.-d1
