delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
5	74	75	80	75	2	144	144	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
5	74	75	80	75	5	144	144	R.-FR.D.-B.-DR.BR.-BL.-BL.DL.R.R.-B.BR.FR.D.-BL.-DL.B.DL.-BL.-BL.L.DR.BL.D.-DR.-U.D.-L.FL.-BR.L.L.BL.-B.-F.-U.-BR.-L.-D.-R.F.-FR.-FL.R.-FR.-R.-F.FR.FR.-L.-FL.-FL.FR.-D.-D.FL.FL.-L.-DR.BL.U.F.-FR.-DL.FL.DL.L.-FL.-R.-F.R.-F.FR.FL.F.FL.FL.-FR.-FL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-2	69	70	73	75	3	144	9644001	-D.-B.-B.D.B.DR.FR.BR.-U.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
-2	69	70	73	75	3	144	9644001	-D.-B.-B.D.B.DR.BR.-U.FR.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
-1	69	70	74	75	4	144	9644001	-D.-B.-B.D.B.DR.FR.BR.-U.-R.DR.-BR.-BL.R.-U.-U.-U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	0	144	9644001	DR.FR.-DR.-D.-B.-B.D.B.DR.BR.-U.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	0	144	9644001	-D.-B.-B.D.DR.FR.-DR.B.DR.BR.-U.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	0	144	9644001	-D.-B.-B.D.B.-F.F.DR.BR.-U.FR.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	0	144	9644001	-D.-F.-B.-B.D.B.F.DR.BR.-U.FR.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	0	144	9644001	-D.-B.DR.BR.-DR.-U.-B.D.B.DR.FR.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	0	144	9644001	-D.-B.DR.BR.-U.-DR.-B.D.B.DR.FR.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	0	144	9644001	-D.-B.-B.D.B.-F.F.DR.FR.BR.-U.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	0	144	9644001	-D.-F.-B.-B.D.B.F.DR.FR.BR.-U.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	1	144	9644001	-D.-B.-B.D.-FR.B.FR.DR.BR.-U.FR.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
0	69	70	75	75	1	144	9644001	-D.-B.-B.D.B.-FR.FR.DR.BR.-U.FR.-R.DR.-BR.R.-BL.U.U.-BL.U.U.-BL.-DL.-L.-BL.-BL.L.-U.-U.L.-FL.-U.BL.BL.DL.-U.-F.L.-BL.-BL.-BL.-U.DL.-D.-DL.-D.U.FL.R.D.-B.FL.F.-U.BL.F.-FR.BL.L.-B.DL.FL.-FR.L.-D.-BR.-U.-DR.-DR.L.-F.BL.L.-U.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	DR.DR.BR.DL.B.-DR.-BL.B.-DR.F.F.-U.L.F.F.-R.-F.-R.-R.-U.B.-F.-BR.R.-F.FR.-FL.-FR.-FL.-BR.B.-DR.-BR.-FL.-U.-DL.BL.BR.DR.-FR.-BR.R.-B.-DR.B.-DR.-FL.-D.-DR.BR.-D.-B.BL.FL.-DL.-BL.-DL.L.-BR.D.-DR.-D.-D.-FL.-D.FL.-DL.FR.-D.-D.-FR.D.-FL.DL.D.-DL.D.DL.FL.DL	reflected
