puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution	source_file
248	reflected	1	75	74	-1	9748001	70	71	7	-BL.-BR.R.L.U.F.-U.-F.-R.BR.BL.BR.-BL.U.U.-L.-F.U.-R.FL.BR.U.-DL.-BR.-B.-BL.B.BR.-B.-DL.-L.B.BL.-B.BR.BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	74	-1	9748001	70	71	7	-BL.L.-BR.R.U.F.-U.-F.-R.BR.BL.BR.-BL.U.U.-L.-F.U.-R.FL.BR.U.-DL.-BR.-B.-BL.B.BR.-B.-DL.-L.B.BL.-B.BR.BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	75	0	9748001	70	71	4	-BL.-BR.R.-U.-R.L.BL.-U.-BL.-L.-F.R.U.U.-R.FL.-U.BR.BR.U.-R.-DL.-B.-BL.-BL.U.BL.B.BR.-B.-DL.-L.B.BL.-B.BR.BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	75	0	9748001	70	71	3	-BL.-BR.R.-U.L.-R.BL.-U.-BL.-L.-F.R.U.U.-R.FL.-U.BR.BR.U.-R.-DL.-B.-BL.-BL.U.BL.B.BR.-B.-DL.-L.B.BL.-B.BR.BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	75	0	9748001	69	70	3	-BL.-BR.R.-U.L.BL.-R.-U.-BL.-L.-F.R.U.U.-R.FL.-U.BR.BR.U.-R.-DL.-B.-BL.-BL.U.BL.B.BR.-B.-DL.-L.B.BL.-B.BR.BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	75	0	9748001	70	71	2	-BL.-BR.R.F.L.-U.-L.-F.-R.-F.-U.R.U.U.-R.FL.-U.BR.BR.U.-R.-DL.-B.-BL.-BL.U.BL.B.BR.-B.-DL.-L.B.BL.-B.BR.BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	75	0	9748001	70	71	0	-BL.BR.-DL.-B.U.-BL.BR.R.F.-U.-F.-R.-BR.-U.BR.-F.U.U.-BR.-U.-R.-BL.U.BL.B.DL.FL.-DL.BR.-B.-DL.-L.B.BL.-B.BR.BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	75	0	9748001	70	71	0	-BL.BR.U.-DL.-B.-BL.BR.R.F.-U.-F.-R.-BR.-U.BR.-F.U.U.-BR.-U.-R.-BL.U.BL.B.DL.FL.-DL.BR.-B.-DL.-L.B.BL.-B.BR.BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	75	0	9748001	70	71	4	-BL.L.-BR.R.U.F.-U.-F.-R.BR.BL.BR.-BL.U.U.-L.-F.FL.U.-R.-DL.BR.U.-BR.-B.-BL.B.BR.-B.-DL.-L.B.BL.-B.-BR.-BR.-BR.R.-F.-DR.-D.BR.B.-DR.-DR.-B.-BR.R.F.-R.DR.BR.U.-BL.-L.FL.-D.-DR.-B.-R.F.FL.D.D.-B.DL.BL.FL.-D.-FR.-DL.-R.BR.BR.BL	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
248	reflected	1	75	75	0	9748001	70	71	4	-R.DL.B.B.-BL.-BR.-BL.-BL.BR.U.BL.-U.B.BR.-B.BL.-B.-L.-B.-D.DL.D.L.B.BL.U.-L.-U.-L.F.-U.-R.U.U.R.-U.DL.-BR.-BR.-B.-D.-DL.-B.-DL.D.B.B.-BR.-DR.FL.-F.R.FL.-DL.-L.-L.-U.-FL.-FR.-DR.-BR.-BR.-U.-R.DR.F.D.FR.-DL.-DR.-B.FR.-B.BL.-BR	R.U.-L.-L.FR.FL.-FR.U.BL.-BR.-R.DR.-D.BL.-U.-L.FL.U.-BL.-L.DL.-B.DR.-R.-DL.D.B.D.B.B.-DR.FL.BL.B.BL.DL.-BL.D.B.-D.FL.-D.-DL.-FL.-D.BL.-DL.-B.-U.L.FL.U.FL.-L.F.-L.-F.-FL.FR.D.L.-FR.D.L.-BL.FL.-DL.-FL.-L.F.DL.FL.-D.-FR.-FL.FR	solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
