delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
3	73	74	78	75	5	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.L.-U.-BR.D.B.FL.-DL.U.-B.DL.-FL.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	72	73	78	75	1	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.L.-U.-BR.D.B.FL.-DL.-B.DL.-FL.U.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	0	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.D.B.L.FL.-DL.-B.-U.-BR.DL.-FL.U.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	72	73	78	75	2	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.D.B.L.FL.-DL.-B.-U.DL.-FL.-BR.U.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	74	75	78	75	3	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.L.-U.-BR.D.FL.U.B.-DL.-B.DL.-FL.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	72	73	78	75	2	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.D.L.FL.B.-U.-DL.-B.-BR.DL.-FL.U.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	72	73	78	75	2	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.D.L.FL.B.-U.-DL.-B.DL.-FL.-BR.U.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	72	73	78	75	2	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.L.-U.-BR.D.B.FL.U.-DL.-B.DL.-FL.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	4	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.D.B.L.FL.-DL.-B.DL.-U.-FL.-BR.U.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	74	75	78	75	4	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.D.B.L.FL.-DL.-B.DL.-FL.-U.-BR.U.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	74	75	78	75	3	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.D.B.L.FL.-DL.-B.-U.-BR.U.DL.-FL.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	74	75	78	75	2	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.FL.DL.B.DR.BR.L.-B.BL.-DR.B.-DL.-DL.-D.-FL.-DL.-D.B.-D.-D.-DL.-BL.DL.-FL.-L.-DL.-FL.BL.U.L.-FL.-L.FL.DL.-FL.DL.FL.D.B.L.FL.-DL.-B.DL.-U.-BR.-FL.U.-L.-B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
4	74	75	79	75	1	897	897	-D.-FL.-BL.DL.L.R.-DR.DL.B.B.D.D.BR.-BL.-DR.U.-R.U.BR.DR.-FL.-R.-FL.-F.-FL.F.-DR.-R.BR.-BL.-L.-DL.-D.-DL.-DL.B.-BR.BL.L.U.-L.B.D.-FL.D.-B.-DL.-B.-DR.B.B.BR.-BL.-BR.DL.D.-DL.-B.DR.-DL.-B.DL.BL.L.-FL.L.FL.-L.-BL.-BL.-DL.FL.DL.D.BL.L.DL.B.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
