puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution	source_file
124	original	0	75	74	-1	124	70	71	4	R.-BR.U.-L.U.L.-D.-B.-DL.-DL.FL.-R.-L.-FR.-FL.B.-FR.-BL.B.BL.BR.-D.-D.BL.-L.FL.FL.-D.-FL.-BL.-FR.R.BR.-FR.-DR.-R.FR.-BR.R.-DR.-R.-F.FR.-R.-BR.-BL.-L.-U.L.-DL.L.-FR.F.L.DL.FR.D.FR.-DL.FL.-FR.F.FL.-L.-FL.F.-FR.-F.-F.DL.FR.-FL.-FR.-R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
124	original	0	75	74	-1	124	70	71	5	R.-BR.U.-L.U.L.-D.-B.-DL.-DL.FL.-R.-L.-FR.-FL.B.-FR.-BL.B.BL.BR.-D.-D.BL.-L.FL.FL.-D.-FL.-BL.-FR.R.BR.-FR.-DR.-R.FR.-BR.R.-DR.-R.-F.FR.-R.-BR.-BL.-L.-U.L.-DL.L.-FR.F.L.DL.FR.D.FR.-DL.FL.-FR.F.FL.-L.-FL.F.-FR.-F.-F.FR.DL.-FL.-FR.-R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
124	original	0	75	74	-1	124	69	70	2	R.-BR.U.-L.U.L.-D.-B.-DL.-DL.FL.-R.-L.-FR.-FL.B.-FR.-BL.B.BL.BR.-D.-D.BL.-L.FL.FL.-D.-FL.-BL.-FR.R.BR.-FR.-DR.-R.FR.-BR.R.-DR.-R.-F.FR.-R.-BR.-BL.-L.-U.L.-DL.L.-FR.F.L.DL.FR.D.FR.-DL.FL.-FR.F.FL.-L.-FL.F.-FR.-F.DL.-F.FR.-FL.-FR.-R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
124	original	0	75	74	-1	124	68	69	2	R.-BR.U.-L.U.L.-D.-B.-DL.-DL.FL.-R.-L.-FR.-FL.B.-FR.-BL.B.BL.BR.-D.-D.BL.-L.FL.FL.-D.-FL.-BL.-FR.R.BR.-FR.-DR.-R.FR.-BR.R.-DR.-R.-F.FR.-R.-BR.-BL.-L.-U.L.-DL.L.-FR.F.L.DL.FR.D.FR.-DL.FL.-FR.F.FL.-L.-FL.F.-FR.DL.-F.-F.FR.-FL.-FR.-R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
124	original	0	75	74	-1	124	70	71	4	R.-BR.U.-L.U.L.-D.-B.-DL.-DL.FL.-R.-L.-FR.-FL.B.-FR.-BL.B.BL.BR.-D.-D.BL.-L.FL.FL.-D.-FL.-BL.-FR.R.BR.-FR.-DR.-R.FR.-BR.R.-DR.-R.-F.FR.-R.-BR.-BL.-L.-U.L.-DL.L.-FR.F.L.DL.FR.D.FR.-DL.FL.-FR.F.FL.-L.-FL.F.DL.-FR.-F.-F.FR.-FL.-FR.-R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
124	reflected	1	75	75	0	9624001	71	72	6	FR.-DR.-FR.DR.-FR.-DR.FR.DR.-D.R.DR.D.BR.-R.FR.-BL.R.-BR.B.B.BR.BL.-B.-BR.-DR.-BL.DL.R.-BR.DR.BR.BL.BR.-BL.B.BL.BL.-U.R.BR.-DR.-R.-BR.-DR.BR.-R.-BR.U.-D.-DR.FR.R.-BL.L.BL.BL.-B.-BR.-L.-F.-R.DR.DL.-FL.-L.-F.-L.DL.U.B.-BL.FL.-F.-L.-F	-FR.-FR.-D.R.-BR.-U.-B.-DL.-U.-DR.-R.BR.DR.-DL.B.-D.FL.F.BR.-FR.-B.-FR.BR.BR.DR.-U.-F.R.B.-DR.FR.DR.-FR.-FR.-D.-DR.D.R.-BR.-R.FR.FR.-F.-FR.R.FR.-F.-FR.-F.FL.-FR.-L.D.-DL.-DL.-BL.-DL.-B.DL.-D.FR.DL.-L.-BL.DL.-B.-DL.B.BL.-U.-FL.-F.-R.D.B.B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv
124	reflected	1	75	75	0	9624001	69	70	6	FR.-DR.-FR.DR.-FR.-DR.FR.DR.R.-D.DR.D.BR.-R.FR.-BL.R.-BR.B.B.BR.BL.-B.-BR.-DR.-BL.DL.R.-BR.DR.BR.BL.BR.-BL.B.BL.BL.-U.R.BR.-DR.-R.-BR.-DR.BR.-R.-BR.U.-D.-DR.FR.R.-BL.L.BL.BL.-B.-BR.-L.-F.-R.DR.DL.-FL.-L.-F.-L.DL.U.B.-BL.FL.-F.-L.-F	-FR.-FR.-D.R.-BR.-U.-B.-DL.-U.-DR.-R.BR.DR.-DL.B.-D.FL.F.BR.-FR.-B.-FR.BR.BR.DR.-U.-F.R.B.-DR.FR.DR.-FR.-FR.-D.-DR.D.R.-BR.-R.FR.FR.-F.-FR.R.FR.-F.-FR.-F.FL.-FR.-L.D.-DL.-DL.-BL.-DL.-B.DL.-D.FR.DL.-L.-BL.DL.-B.-DL.B.BL.-U.-FL.-F.-R.D.B.B	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv
124	original	0	75	75	0	124	69	70	4	R.-BR.U.-L.U.L.-D.-B.-DL.-DL.FL.-R.-L.-FR.-FL.B.-FR.-BL.B.BL.BR.-D.-D.BL.-L.FL.FL.-D.-FL.-BL.-FR.R.BR.-FR.-DR.-R.FR.-BR.R.-DR.-R.-F.FR.-R.-BR.-BL.-L.-U.L.-DL.L.-FR.F.L.DL.FR.D.FR.-DL.FL.-FR.F.FL.-L.-FL.F.-FR.DL.F.F.F.FR.-FL.-FR.-R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
124	original	0	75	75	0	124	70	71	2	R.-BR.U.-L.U.L.-D.-B.-DL.-DL.FL.-R.-L.-FR.-FL.B.-FR.-BL.B.BL.BR.-D.-D.BL.-L.FL.FL.-D.-FL.-BL.-FR.R.BR.-FR.-DR.-R.FR.-BR.R.-DR.-R.-F.FR.-R.-BR.-BL.-L.-U.L.-DL.L.-FR.F.L.DL.FR.D.FR.-DL.FL.-FR.F.FL.-L.-FL.F.-FR.F.F.DL.F.FR.-FL.-FR.-R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
124	original	0	75	75	0	124	69	70	6	R.-BR.U.-L.U.L.-D.-B.-DL.-DL.FL.-R.-L.-FR.-FL.B.-FR.-BL.B.BL.BR.-D.-D.BL.-L.FL.FL.-D.-FL.-BL.-FR.R.BR.-FR.-DR.-R.FR.-BR.R.-DR.-R.-F.FR.-R.-BR.-BL.-L.-U.L.-DL.L.-FR.F.L.DL.FR.D.FR.-DL.FL.-FR.F.FL.-L.-FL.F.-FR.F.F.F.DL.FR.-FL.-FR.-R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
