delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
0	71	72	75	75	2	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.BL.B.-BR.-B.-L.D.-BR.B.B.-BL.DL.DR.DL.F.U.-F.-D.-DL.FL.D.BL.-U.-R.-DR.R.U.-D.-DR.-DR.D.-FR.-DL.D.-FL.-D.FR.FL.-DL.D.DL.FL.-DR.-FR.FL.F.-FR.-FR.-F.FR.-FL.-FR.-FL.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
0	69	70	75	75	3	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.-BR.-B.BL.-L.F.DR.-BR.-R.-DR.R.-BL.B.DL.U.BL.-B.-DL.B.B.-DL.-DR.BL.D.-DL.-BL.-DR.-DL.-D.-FR.D.-DL.FL.-D.FR.FR.-FL.D.-FR.-F.L.-FL.-L.FL.DL.FL.-DL.-DL.-FL.FR.FR.-FL.-DR.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
0	71	72	75	75	5	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.-BR.-B.BL.-L.F.DR.-BR.-R.-DR.R.-BL.B.DL.U.BL.-B.-DL.B.B.-DL.-DR.BL.D.-DL.-BL.-DR.-DL.-D.-FR.D.-DL.FL.-D.FR.FR.-FL.D.-FR.-F.L.-FL.-L.FL.DL.FR.FR.FL.-DR.-DL.-DL.-FL.-FL.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
0	71	72	75	75	2	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.-BR.-B.BL.-L.F.DR.-BR.-R.-DR.R.-BL.B.DL.U.BL.-B.-DL.B.B.-DL.-DR.BL.D.-DL.-BL.-DR.-DL.-D.-FR.D.-DL.FL.-D.FR.FR.-FL.D.-FR.-F.L.-FL.-L.FL.DL.FR.FL.-DL.-DL.-FL.FR.-FL.-DR.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
0	69	70	75	75	7	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.-BR.-B.BL.-L.F.DR.-BR.-R.-DR.R.-BL.B.DL.U.BL.-B.-DL.B.B.-DL.-DR.BL.D.-DL.-BL.-DR.-DL.-D.-FR.D.-DL.FL.-D.FR.FR.-FL.D.-FR.-F.L.-FL.-L.FL.DL.FR.FR.FL.-DL.-DR.-DL.-FL.-FL.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
0	71	72	75	75	2	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.-BR.-B.BL.-L.F.DR.-BR.-R.-DR.R.-BL.B.DL.U.BL.-B.-DL.B.B.-DL.-DR.BL.D.-DL.-BL.-DR.-DL.-D.-FR.D.-DL.FL.-D.FR.FR.-FL.D.-FR.-F.L.-FL.-L.FL.DL.FR.FR.FL.-DL.-DL.-FL.-FL.-DR.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
0	70	71	75	75	4	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.-BR.-B.BL.-L.F.DR.-BR.-R.-DR.R.-BL.B.DL.U.BL.-B.-DL.B.B.-DL.-DR.BL.D.-DL.-BL.-DR.-DL.-D.-FR.D.-DL.FL.-D.FR.FR.-FL.D.-FR.-F.L.-FL.-L.FL.DL.FR.FR.FL.-DL.-DL.-DR.-FL.-FL.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	71	72	76	75	1	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.-BR.-B.BL.-L.F.DR.-BR.-R.-DR.R.-BL.B.DL.U.BL.-B.-DL.B.B.-DL.-DR.BL.D.-DL.-BL.-DR.-DL.-D.-FR.D.-DL.FL.-D.FR.FR.-FL.D.-FR.-F.L.-FL.-L.FL.DL.FR.FR.FL.DL.DL.-DR.DL.-FL.-FL.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	71	72	76	75	4	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-DR.-DR.-B.-F.FL.-L.DR.BR.R.U.-BR.-B.BL.-L.F.DR.-BR.-R.-DR.R.-BL.B.DL.U.BL.-B.-DL.B.B.-DL.-DR.BL.D.-DL.-BL.-DR.-DL.-D.-FR.D.-DL.FL.-D.FR.FR.-FL.D.-FR.-F.L.-FL.-L.FL.DL.FR.FR.FL.DL.DL.DL.-FL.-FL.-DR.-D.DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	71	72	76	75	7	594	594	-U.L.-BR.-BL.-L.-L.DL.FL.-F.-B.D.-F.-DR.FL.-L.BR.R.U.-BR.-DR.-B.BL.-DR.-L.-BR.B.-DR.D.DR.F.BR.DR.-BR.-BL.DL.U.B.BL.B.-D.-F.DL.D.-DR.-D.DL.-DR.D.FR.-R.-F.D.DL.-FL.-DL.-DL.-FL.D.F.-DL.D.FR.FL.-D.-B.D.-FR.-F.FL.F.FR.D.-FL.B.-DL.R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
