delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
-3	68	69	72	75	2	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-FL.DL.B.DL.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-2	68	69	73	75	1	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.DL.DL.DL.D.DL.-FL.DL.B.DL.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-1	68	69	74	75	0	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-FL.L.-L.DL.B.DL.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-1	68	69	74	75	0	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-FL.DR.-DR.DL.B.DL.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-1	68	69	74	75	0	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-FL.DR.DL.-DR.B.DL.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-1	68	69	74	75	1	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-FL.-F.F.DL.B.DL.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-1	68	69	74	75	1	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-FL.-F.DL.B.DL.F.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-1	68	69	74	75	1	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-FL.-FR.FR.DL.B.DL.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-1	68	69	74	75	1	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-FL.-FR.DL.B.DL.FR.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
-1	68	69	74	75	1	702	702	FR.FL.-L.-F.FR.-F.FR.FL.-DL.BL.-R.-BR.L.U.-BR.-B.F.-R.-F.D.DR.-R.DR.-DL.-DL.D.-DL.-FL.-FR.-FR.-DL.-D.DL.F.-L.-FR.FL.L.BR.-FR.-F.-FR.-FR.R.R.-FR.DL.D.FL.FL.-DR.-D.-DL.DR.BR.-B.DL.-L.FL.-D.-FL.L.-DL.-DL.D.DL.-BR.-FL.BR.DL.B.DL.-FL.-DL	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
