delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
0	71	72	75	75	6	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.BR.-FR.-D.BR.R.-FR.D.-U.D.-FR.-D.R.-DR.FR.FR.-R.DR.FL.D.-FR.F.-FR.-R.-U.-F.U.R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	71	72	76	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.-FR.-BR.-D.-BR.-BR.R.-FR.-U.D.D.-FR.R.-D.-DR.FR.FR.-R.DR.FL.D.-FR.F.-FR.-R.-U.-F.U.R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
1	71	72	76	75	6	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.DR.D.DR.-FR.BR.D.-FR.BR.-D.-R.-DR.R.R.FL.-FR.DR.-R.-F.FR.FR.D.-FR.F.FR.-R.-DR.-R.-R.DR.FR.-R.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.BR.-FR.-D.BR.R.-FR.D.-U.D.-FR.-D.R.-DR.FR.FR.-R.DR.-FR.U.R.FR.FL.F.D.-FR.-R.-FR.-F.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.DR.D.DR.-FR.BR.D.-FR.-D.FL.BR.F.-R.-DR.-F.R.FR.R.-U.-FR.R.DR.-R.-F.D.-F.FL.-FR.-FL.F.F.R.FR.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.BR.-FR.-D.BR.R.-FR.D.-U.D.-FR.-D.R.-DR.FR.FR.-R.DR.FL.D.-FR.F.-FR.DR.-DR.-R.-U.-F.U.R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.BR.-FR.-D.BR.R.-FR.D.-U.D.-FR.-D.R.-DR.FR.FR.-R.DR.FL.D.-FR.F.-U.-FR.U.-R.-U.-F.U.R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.BR.-FR.-D.BR.R.-FR.D.-U.D.-FR.-D.R.-DR.FR.FR.-R.DR.FL.D.-FR.F.-U.U.-FR.-R.-U.-F.U.R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.BR.-FR.-D.BR.R.-FR.D.-U.D.-FR.-D.R.-DR.FR.FR.-R.DR.FL.D.-FR.F.-FR.-DR.DR.-R.-U.-F.U.R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.BR.-FR.-D.BR.R.-FR.D.-U.D.-FR.-D.R.-DR.FR.FR.-R.DR.FL.D.-FR.F.-FR.-U.U.-R.-U.-F.U.R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	0	886	886	L.L.-FL.BR.-D.-DR.U.R.-F.FR.FR.FL.-DL.-L.-L.-DR.D.U.D.DL.F.BR.BL.U.BL.-D.-DL.-L.-B.-U.BL.R.U.-BR.BL.-D.BR.-U.-R.-B.D.-DR.-BR.-BR.-FR.DR.D.DR.BR.-FR.-D.BR.R.-FR.D.-U.D.-FR.-D.R.-DR.FR.FR.-R.-FR.F.FR.F.FL.L.-F.-L.DR.D.-FR.-FR.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
