puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution	source_file
249	original	0	75	72	-3	249	68	69	1	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.-L.U.BL.D.DL.-U.L.-FL.-R.L.-R.-F.U.U.L.DL.B.U.-BL.-BR.BL.-U.DR.R.-DR.-B.-U.R.R.U.-R.-DR.-R.-L.U.-BR.-BR.U.R.U.-R.-BR.-BR.U.BR.R.-U		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	68	69	4	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-BR.-R.-U.L.-FL.L.-U.L.U.-L.-F.-U.-R.BR.R.R.F.L.-U.BR.R.-BL.-U.-BR.DL.BL.U.BR.BR.-U.-BL.U.BL.-BR.-BR.-BL.-L.-R.-F.R.-DR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	67	68	4	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-BR.-R.-U.L.-FL.L.-U.L.U.-L.-F.-U.-R.BR.R.R.F.L.-U.BR.R.-BL.-U.-BR.DL.BL.U.BR.BR.-U.-BL.U.BL.-BR.-BR.-BL.-R.-L.-F.R.-DR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	68	69	6	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-BR.-R.-U.L.-FL.L.-U.L.U.-L.-F.-U.-R.BR.R.R.F.L.-U.BR.R.-BL.-U.-BR.DL.BL.U.BR.BR.-U.-BL.U.BL.-BR.-BR.-R.-BL.-L.-F.R.-DR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	68	69	1	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-R.-BR.-U.L.-FL.BR.L.-F.R.-BR.R.-U.-U.-DR.-BR.-R.BR.BR.-U.-BR.-B.BL.-BR.-BL.B.-BR.R.L.U.L.-BL.-L.-B.BL.-BR.-BL.-U.B.DL.-BR.-L		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	68	69	5	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-R.-BR.-U.L.-FL.BR.L.-F.R.-BR.R.-U.-U.-DR.-BR.-R.BR.BR.-U.-BR.-B.BL.-BR.-BL.B.-BR.R.L.U.L.-BL.-L.-B.BL.-BR.-BL.B.-U.DL.-BR.-L		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	68	69	5	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-R.-BR.-U.L.-FL.BR.L.-F.R.-BR.R.-U.-U.-DR.-BR.-R.BR.BR.-U.-BR.-B.BL.-BR.-BL.B.-BR.R.L.U.L.-BL.-L.-B.BL.-BR.-BL.B.DL.-U.-BR.-L		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	68	69	3	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-R.-BR.-U.L.-FL.BR.L.-F.R.-BR.R.-U.-U.-DR.-BR.-R.BR.BR.-U.-BR.-B.BL.-BR.-BL.B.-BR.R.L.U.L.-BL.-L.DL.-B.BL.-BR.-BL.-U.B.-BR.-L		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	68	69	3	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-R.-BR.-U.L.-FL.BR.L.-F.R.-BR.R.-U.-U.-DR.-BR.-R.BR.BR.-U.-BR.-B.BL.-BR.-BL.B.-BR.R.L.U.L.-BL.-L.DL.-B.BL.-BR.-BL.B.-U.-BR.-L		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
249	original	0	75	72	-3	249	66	67	0	BL.BL.FR.-DR.BR.FR.F.R.-D.-D.-DR.FL.D.FL.-L.-BL.-FL.F.B.-R.-BL.-FR.-FR.B.-FL.D.-L.U.BL.DL.-R.-R.-BR.-U.L.-FL.F.L.-F.-F.-R.BR.U.R.DR.R.-DR.-DR.BR.DR.-R.-DR.BR.F.-BL.U.U.-L.U.U.L.-BR.-BL.-U.-F.BL.BL.U.L.-BL.DL.-L		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
