delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
4	74	75	79	75	1	915	915	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
5	74	75	80	75	4	915	915	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.R.R.R.-DR.FR.R.F.DR.D.-FR.-F.-FR.R.-F.FR.-R.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
0	71	72	75	75	6	915	10415001	-B.BL.B.-BL.BR.-U.-BL.B.U.DR.L.BL.B.DR.-BR.-DR.-B.-BL.-L.F.-R.-DR.BR.R.-BR.R.-U.-L.-FL.FR.-F.FL.R.-FR.-DR.F.L.F.F.-FR.-F.-F.-R.-FR.DR.-BL.-DL.D.-BL.FR.F.R.-DR.-FR.-F.-FR.F.-R.BR.-DL.-DR.D.DL.L.FL.-L.DL.BR.-F.DR.-BL.-B.-D.FR.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	reflected
0	69	70	75	75	4	915	10415001	-B.BL.B.-BL.BR.-U.-BL.U.L.B.DR.BL.B.DR.-BR.-DR.-B.-BL.-L.F.-R.-DR.BR.R.-BR.R.-U.-L.-FL.FR.-F.FL.R.-FR.-DR.F.L.F.F.-FR.-F.-F.-R.-FR.DR.-BL.-DL.D.-BL.FR.F.R.-DR.-FR.-F.-FR.F.-R.BR.-DL.-DR.D.DL.L.FL.-L.DL.BR.-F.DR.-BL.-B.-D.FR.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	reflected
0	71	72	75	75	3	915	10415001	BR.-BL.BR.BL.B.-BR.-B.-BL.U.BL.-U.-U.-BL.U.F.-BL.-BR.DR.-R.-DR.BR.R.BL.B.-BR.R.-U.-L.-FL.FR.-F.FL.R.-FR.-DR.F.L.F.F.-FR.-F.-F.-R.-FR.DR.-BL.-DL.D.-BL.FR.F.R.-DR.-FR.-F.-FR.F.-R.BR.-DL.-DR.D.DL.L.FL.-L.DL.BR.-F.DR.-BL.-B.-D.FR.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	reflected
2	71	72	77	75	0	915	10415001	BR.-BL.BR.BL.B.DL.-DL.-BR.-B.-BL.U.BL.-U.-U.-BL.U.F.-BL.-BR.DR.-R.-DR.BR.R.BL.B.-BR.R.-U.-L.-FL.FR.-F.FL.R.-FR.-DR.F.L.F.F.-FR.-F.-F.-R.-FR.DR.-BL.-DL.D.-BL.FR.F.R.-DR.-FR.-F.-FR.F.-R.BR.-DL.-DR.D.DL.L.FL.-L.DL.BR.-F.DR.-BL.-B.-D.FR.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	reflected
2	71	72	77	75	0	915	10415001	BR.-BL.BR.BL.B.F.-F.-BR.-B.-BL.U.BL.-U.-U.-BL.U.F.-BL.-BR.DR.-R.-DR.BR.R.BL.B.-BR.R.-U.-L.-FL.FR.-F.FL.R.-FR.-DR.F.L.F.F.-FR.-F.-F.-R.-FR.DR.-BL.-DL.D.-BL.FR.F.R.-DR.-FR.-F.-FR.F.-R.BR.-DL.-DR.D.DL.L.FL.-L.DL.BR.-F.DR.-BL.-B.-D.FR.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	reflected
2	71	72	77	75	0	915	10415001	F.BR.-BL.BR.BL.B.-F.-BR.-B.-BL.U.BL.-U.-U.-BL.U.F.-BL.-BR.DR.-R.-DR.BR.R.BL.B.-BR.R.-U.-L.-FL.FR.-F.FL.R.-FR.-DR.F.L.F.F.-FR.-F.-F.-R.-FR.DR.-BL.-DL.D.-BL.FR.F.R.-DR.-FR.-F.-FR.F.-R.BR.-DL.-DR.D.DL.L.FL.-L.DL.BR.-F.DR.-BL.-B.-D.FR.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	reflected
2	71	72	77	75	0	915	10415001	-FR.BR.-BL.BR.BL.B.FR.-BR.-B.-BL.U.BL.-U.-U.-BL.U.F.-BL.-BR.DR.-R.-DR.BR.R.BL.B.-BR.R.-U.-L.-FL.FR.-F.FL.R.-FR.-DR.F.L.F.F.-FR.-F.-F.-R.-FR.DR.-BL.-DL.D.-BL.FR.F.R.-DR.-FR.-F.-FR.F.-R.BR.-DL.-DR.D.DL.L.FL.-L.DL.BR.-F.DR.-BL.-B.-D.FR.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	reflected
2	71	72	77	75	0	915	10415001	BR.-BL.BR.BL.B.-FR.FR.-BR.-B.-BL.U.BL.-U.-U.-BL.U.F.-BL.-BR.DR.-R.-DR.BR.R.BL.B.-BR.R.-U.-L.-FL.FR.-F.FL.R.-FR.-DR.F.L.F.F.-FR.-F.-F.-R.-FR.DR.-BL.-DL.D.-BL.FR.F.R.-DR.-FR.-F.-FR.F.-R.BR.-DL.-DR.D.DL.L.FL.-L.DL.BR.-F.DR.-BL.-B.-D.FR.-U	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	1	-R.-R.-BR.DR.B.-DR.-BR.-U.-DR.-BR.-FR.-D.FL.-D.FR.-DR.-R.-FR.-BL.-BL.DL.-BL.U.-R.F.-FL.-F.U.-BR.R.U.-R.BR.BR.-FL.-DR.D.B.-D.BL.-DL.-BL.-DR.B.DL.FR.D.-U.-DL.-D.-D.-FR.-F.BR.D.-FL.-FR.-D.R.U.R.-FR.-R.-R.-DR.FR.R.DR.D.F.-FR.-F.-FR.R.-F.FR.-R.FR.F	reflected
