delta	depth_index	found_depth	found_length	known_length	owner_rank	puzzle_id	run_puzzle_id	solution_path	source_file	source_index	source_solution	variant
2	73	74	77	75	3	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.BR.BR.DL.-F.-FL.FR.F.-D.FL.FR.-R.D.BR.DR.R.U.D.-B.D.D.FL.U.-DL.-R.L.-F.R.DR.-L.-FL.-D.-BL.-D.-B.DR.F.-FL.D.-DL.-B.D.-DR.B.DR.-D.B.BL.-D.DL.D.-B.-DR.D.FL.-D.FR.-F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	7	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.D.D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.FL.-FR.-FR.-DR.-B.DR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	73	74	77	75	7	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.D.D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.-DR.-B.DR.FL.-FR.-FR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	71	72	77	75	4	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.D.D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.-DR.-B.FL.DR.-FR.-FR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
2	72	73	77	75	3	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.D.D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.FL.-FR.-DR.-B.DR.-FR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	2	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.D.D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.-DR.-B.FL.DR.FR.FR.FR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	2	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.D.D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.-DR.-B.DR.FL.FR.FR.FR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	0	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.-D.-D.-D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.FL.-FR.-FR.-DR.-B.DR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	72	73	78	75	4	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.-D.-D.-D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.-DR.-B.DR.FL.-FR.-FR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	72	73	78	75	6	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-R.-FR.BR.DR.-FR.R.U.-FL.D.FL.D.D.-B.DR.-DL.B.-D.U.-BL.DL.BL.L.F.-DL.-L.-DL.-D.-FL.-B.D.D.DL.-D.DR.FR.D.DR.-D.-DR.-D.-F.-FL.FR.D.FL.FR.FR.-DR.-B.DR.FR.-D.-DR.FR.F	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
3	73	74	78	75	7	108	108	BR.BR.BL.-R.F.FL.-L.F.-L.B.U.D.-L.FR.D.BR.-DL.D.U.-BL.DL.BR.BR.-FL.FR.-R.BR.DR.R.U.-FR.D.-DL.U.-DL.-B.-DL.L.L.FL.-FR.-L.F.-DL.-FL.-FL.-L.-DL.-DL.-F.-FR.-B.D.DR.-D.-D.-FR.-FR.F.-DR.D.-FR.DR.FR.-F.-FR.FL.FR.FR.-FL.-FR.F.FR.-FL.-FR.R.FR.-R	solve_bucket_fresh_len75_all_k1_5_bw30m_prebuilt.tsv	0		original
