puzzle_id	variant	source_index	known_length	found_length	delta	run_puzzle_id	depth_index	found_depth	owner_rank	solution_path	source_solution	source_file
164	original	0	75	74	-1	164	70	71	1	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.FR.-DR.-FR.D.-FL.-D.-FL.DR.-BL.-DL.-DL.FL.D.DR.R.BR.-DR.-BL.BR.-DR.-FL.D.-DR.-FR.-D.-DR.BR.BR.-B.-BR.-R.DR.DR.R.D.DR.FR.DR.-D.B.D.DL.DR.-BR		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	74	-1	164	70	71	4	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.DL.-B.D.-F.L.-FL.-DL.-D.-FL.-FL.F.DR.D.-BL.DL.D.DR.BR.B.-BL.-B.-BR.R.-FL.-FR.-B.-BR.-BL.-BR.BL.-DR.B.DL.D.BR.B.D.-DL.-D.FL.-D.-B.-R.DR.DR.D.FR.-DR.FR.-F.-FR.F.-FR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	75	0	164	70	71	2	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.-BL.-FL.-D.DR.B.DL.-B.D.DL.DR.BR.B.DL.-DR.B.DL.R.-FL.B.-BL.-B.BR.-FR.-DR.BR.FR.BR.-DR.D.DR.-FR.-D.B.D.-B.BR.B.DR.-BR.DL.FR.DR.-R.-BR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	75	0	164	69	70	2	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.-BL.-FL.-D.DR.B.DL.-B.D.DL.DR.BR.B.DL.-DR.B.DL.R.-FL.B.-BL.-B.BR.-FR.-DR.BR.FR.BR.-DR.D.DR.-FR.-D.B.D.-B.BR.B.DR.-BR.FR.DL.DR.-R.-BR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	75	0	164	70	71	2	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.-BL.-FL.-D.DR.B.DL.-B.D.DL.DR.BR.B.DL.-DR.B.DL.R.-FL.B.-BL.-B.BR.-FR.-DR.BR.FR.BR.-DR.D.DR.-FR.-D.B.D.-B.BR.B.DR.DL.-BR.FR.DR.-R.-BR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	75	0	164	69	70	2	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.-BL.-FL.-D.DR.B.DL.-B.D.DL.DR.BR.B.DL.-DR.B.DL.R.-FL.B.-BL.-B.BR.-FR.-DR.BR.FR.BR.-DR.D.DR.-FR.-D.B.D.-B.BR.B.DR.DL.FR.-BR.DR.-R.-BR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	75	0	164	70	71	6	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.-BL.-FL.-D.DR.B.DL.-B.D.DL.DR.BR.B.DL.-DR.B.DL.R.-FL.B.-BL.-B.BR.-FR.-DR.BR.FR.BR.-DR.D.DR.-FR.-D.B.D.-B.BR.B.DR.FR.-BR.DL.DR.-R.-BR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	75	0	164	70	71	6	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.-BL.-FL.-D.DR.B.DL.-B.D.DL.DR.BR.B.DL.-DR.B.DL.R.-FL.B.-BL.-B.BR.-FR.-DR.BR.FR.BR.-DR.D.DR.-FR.-D.B.D.-B.BR.B.DR.FR.-BR.DR.DL.-R.-BR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	75	0	164	70	71	2	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.-BL.-FL.-D.DR.B.DL.-B.D.DL.DR.BR.B.DL.-DR.B.DL.R.-FL.B.-BL.-B.BR.-FR.-DR.BR.FR.BR.-DR.D.DR.-FR.-D.B.D.-B.BR.B.DR.FR.DL.-BR.DR.-R.-BR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
164	original	0	75	75	0	164	69	70	2	FL.-F.-R.-FR.-F.L.-DL.FL.-F.D.DR.-R.-R.-FR.BL.FL.F.L.-BR.-BL.-D.-F.-FL.D.DL.-B.-D.DL.L.F.-BL.-FL.-D.DR.B.DL.-B.D.DL.DR.BR.B.DL.-DR.B.DL.R.-FL.B.-BL.-B.BR.-FR.-DR.BR.FR.BR.-DR.D.DR.-FR.-D.B.D.DL.-B.BR.B.DR.-BR.FR.DR.-R.-BR.R		solve_bucket_fresh_len75_remaining_k1_5_bw100m_prebuilt.tsv
